ra,nome,fase,turma,idade,genero,ano_ingresso,instituicao,iaa,ieg,ips,ipp,ida,ipv,ian,fase_ideal,defasagem,situacao,inde,pedra,ano,fase_num,anos_na_pm,risco_defasagem_atual,categoria_defasagem
RA-484,Aluno-484,FASE 2,2B,12.0,Masculino,2022,Pública,6.4,7.5,2.52,5.416666667,3.6,6.8,5.0,Fase 3 (7° e 8° ano),-1,,5.515466667,Quartzo,2023,2.0,1.0,1,Moderada (−1 fase)
RA-484,Aluno-484,3A,3A,13.0,Masculino,2022,Pública,8.334,3.9141382866666667,2.51,3.4375,0.0,3.1225,10.0,Fase 3 (7° e 8° ano),0,Cursando,3.8354776573333336,Quartzo,2024,3.0,2.0,0,Adequada/adiantada (≥ 0)
RA-485,Aluno-485,1,A,10.0,Menino,2020,Escola Pública,9.5,4.0,7.5,,1.2,5.444,5.0,Fase 2 (5º e 6º ano),-1,,4.742,Quartzo,2022,1.0,2.0,1,Moderada (−1 fase)
RA-486,Aluno-486,1,A,10.0,Menina,2020,Escola Pública,10.0,9.9,7.5,,7.3,7.222,5.0,Fase 2 (5º e 6º ano),-1,,7.621,Ametista,2022,1.0,2.0,1,Moderada (−1 fase)
RA-486,Aluno-486,FASE 2,2A,11.0,Feminino,2020,Privada,8.4,6.4,2.52,7.5,6.2,8.7525,10.0,Fase 2 (5° e 6° ano),0,,7.1043,Ametista,2023,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-487,Aluno-487,1,A,10.0,Menina,2019,Rede Decisão,7.5,9.7,7.5,,9.6,9.333,5.0,Fase 2 (5º e 6º ano),-1,,8.417,Topázio,2022,1.0,3.0,1,Moderada (−1 fase)
RA-487,Aluno-487,FASE 2,2A,11.0,Feminino,2019,Privada - Programa de Apadrinhamento,8.5,9.9,5.0,9.166666667,9.5,9.26,10.0,Fase 2 (5° e 6° ano),0,,8.988866667,Topázio,2023,2.0,4.0,0,Adequada/adiantada (≥ 0)
RA-487,Aluno-487,3A,3A,12.0,Feminino,2021,Privada - Programa de Apadrinhamento,9.168,9.441269841333334,9.38,9.0625,9.666666666666666,9.1725,10.0,Fase 3 (7° e 8° ano),0,Cursando,9.4171373016,Topázio,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-488,Aluno-488,1,A,10.0,Menina,2022,Escola Pública,8.5,8.8,7.5,,7.3,7.722,5.0,Fase 2 (5º e 6º ano),-1,,7.413,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-489,Aluno-489,1,A,9.0,Menina,2022,Escola Pública,9.0,7.2,7.5,,0.0,6.5,10.0,Fase 1 (4º ano),0,,5.853,Quartzo,2022,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-49,Aluno-49,5,A,17.0,Menina,2022,Escola Pública,7.5,7.4,7.5,,3.9,7.042,5.0,Fase 7 (3º EM),-2,,6.304,Ágata,2022,5.0,0.0,1,Severa (≤ −2 fases)
RA-49,Aluno-49,FASE 8,8E,18.0,Feminino,2022,Privada *Parcerias com Bolsa 100%,,,,,,,10.0,Fase 8 (Universitários),0,,,,2023,8.0,1.0,0,Adequada/adiantada (≥ 0)
RA-49,Aluno-49,8E,8E,19.0,Feminino,2022,Privada - Pagamento por *Empresa Parceira,,0.0,,,,,10.0,Fase 8 (Universitários),0,Cursando,,,2024,8.0,2.0,0,Adequada/adiantada (≥ 0)
RA-490,Aluno-490,1,A,10.0,Menina,2022,Escola Pública,7.9,8.2,7.5,,7.7,8.722,5.0,Fase 2 (5º e 6º ano),-1,,7.576,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-490,Aluno-490,FASE 2,2A,,Feminino,2022,Privada,7.9,7.9,2.52,8.541666667,5.8,9.0075,10.0,Fase 2 (5° e 6° ano),0,,7.429466667,Ametista,2023,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-490,Aluno-490,3A,3A,12.0,Feminino,2022,Privada,9.168,5.5110047846666665,8.755,7.8125,6.166666666666667,7.295,10.0,Fase 2 (5° e 6° ano),1,Cursando,7.368084290266667,Ametista,2024,3.0,2.0,0,Adequada/adiantada (≥ 0)
RA-491,Aluno-491,1,A,11.0,Menino,2022,Escola Pública,7.5,9.7,7.5,,7.0,7.722,5.0,Fase 2 (5º e 6º ano),-1,,7.461,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-491,Aluno-491,FASE 2,2A,,Masculino,2022,Pública,9.5,9.6,2.52,7.708333333,5.0,8.3375,10.0,Fase 2 (5° e 6° ano),0,,7.560533333,Ametista,2023,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-491,Aluno-491,2B,2B,12.0,Masculino,2022,Pública,7.502,9.011904762,7.51,7.083333333,5.25,7.166666667,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.995247619100001,Ágata,2024,2.0,2.0,1,Moderada (−1 fase)
RA-492,Aluno-492,1,A,11.0,Menina,2022,Escola Pública,10.0,8.8,7.5,,7.1,8.278,5.0,Fase 2 (5º e 6º ano),-1,,7.678,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-493,Aluno-493,1,B,9.0,Menina,2020,Escola Pública,10.0,9.4,7.5,,7.2,8.278,10.0,Fase 1 (4º ano),0,,8.306,Topázio,2022,1.0,2.0,0,Adequada/adiantada (≥ 0)
RA-493,Aluno-493,FASE 2,2A,10.0,Feminino,2020,Pública,9.5,9.6,2.52,8.541666667,6.0,8.84,10.0,Fase 2 (5° e 6° ano),0,,7.934366667,Ametista,2023,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-493,Aluno-493,3B,3B,11.0,Feminino,2021,Pública,10.002,8.933333333333334,10.0,7.03125,3.1666666666666665,6.705,10.0,Fase 2 (5° e 6° ano),1,Cursando,7.4643250000000005,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-494,Aluno-494,1,B,11.0,Menina,2022,Escola Pública,6.4,8.3,5.0,,5.8,6.944,5.0,Fase 2 (5º e 6º ano),-1,,6.407,Ágata,2022,1.0,0.0,1,Moderada (−1 fase)
RA-494,Aluno-494,FASE 2,2A,12.0,Feminino,2022,Privada,6.9,9.0,2.52,7.708333333,6.8,8.71,5.0,Fase 3 (7° e 8° ano),-1,,7.116633333,Ametista,2023,2.0,1.0,1,Moderada (−1 fase)
RA-494,Aluno-494,3A,3A,13.0,Feminino,2022,Privada,7.5,7.329323308333333,8.755,7.8125,6.333333333333333,8.915,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.922281328333334,Ametista,2024,3.0,2.0,0,Adequada/adiantada (≥ 0)
RA-495,Aluno-495,1,B,11.0,Menino,2022,Escola Pública,9.0,8.9,7.5,,8.4,8.056,5.0,Fase 2 (5º e 6º ano),-1,,7.857,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-495,Aluno-495,FASE 2,2B,,Masculino,2022,Privada,9.0,8.4,2.52,8.541666667,7.4,8.755,5.0,Fase 3 (7° e 8° ano),-1,,7.417366667,Ametista,2023,2.0,1.0,1,Moderada (−1 fase)
RA-496,Aluno-496,1,B,11.0,Menino,2018,Escola Pública,8.5,6.8,7.5,,5.7,7.556,5.0,Fase 2 (5º e 6º ano),-1,,6.683,Ágata,2022,1.0,4.0,1,Moderada (−1 fase)
RA-496,Aluno-496,FASE 2,2A,,Masculino,2018,Privada,0.0,7.1,5.0,7.916666667,8.3,8.71,5.0,Fase 3 (7° e 8° ano),-1,,6.603666667,Ágata,2023,2.0,5.0,1,Moderada (−1 fase)
RA-496,Aluno-496,3A,3A,13.0,Masculino,2021,Privada,10.002,5.315995871999999,6.255,6.71875,5.666666666666667,6.1625,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.726607507733334,Ágata,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-497,Aluno-497,1,B,13.0,Menina,2016,Rede Decisão,6.9,9.2,5.0,,5.1,5.833,5.0,Fase 3 (7º e 8º ano),-2,,6.323,Ágata,2022,1.0,6.0,1,Severa (≤ −2 fases)
RA-497,Aluno-497,FASE 2,2A,,Feminino,2016,Privada - Programa de apadrinhamento,5.3,8.7,2.52,6.25,3.5,6.885,5.0,Fase 4 (9° ano),-2,,5.7191,Quartzo,2023,2.0,7.0,1,Severa (≤ −2 fases)
RA-497,Aluno-497,2B,2B,15.0,Feminino,2021,Privada - Programa de apadrinhamento,7.502,6.095238095,5.63,5.625,1.0,3.506666667,5.0,Fase 3 (7° e 8° ano),-1,Cursando,4.4960809524,Quartzo,2024,2.0,3.0,1,Moderada (−1 fase)
RA-498,Aluno-498,1,B,11.0,Menina,2018,Escola Pública,8.5,8.8,7.5,,8.8,7.556,5.0,Fase 2 (5º e 6º ano),-1,,7.7,Ametista,2022,1.0,4.0,1,Moderada (−1 fase)
RA-499,Aluno-499,1,B,10.0,Menino,2020,Escola Pública,8.5,10.0,7.5,,8.2,7.444,5.0,Fase 2 (5º e 6º ano),-1,,7.826,Ametista,2022,1.0,2.0,1,Moderada (−1 fase)
RA-499,Aluno-499,FASE 2,2C,11.0,Masculino,2020,Pública,7.9,10.0,2.52,8.75,6.6,8.2975,10.0,Fase 2 (5° e 6° ano),0,,7.8883,Ametista,2023,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-499,Aluno-499,2C,2C,12.0,Masculino,2021,Pública,8.502,9.0476190475,7.51,7.1875,4.75,7.5,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.5794738095000005,Ametista,2024,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-5,Aluno-5,7,A,17.0,Menina,2016,Rede Decisão,7.9,8.6,5.6,,5.2,7.389,10.0,Fase 7 (3º EM),0,,7.427,Ametista,2022,7.0,6.0,0,Adequada/adiantada (≥ 0)
RA-5,Aluno-5,FASE 8,8E,,Feminino,2016,Privada *Parcerias com Bolsa 100%,,,,,,,10.0,Fase 8 (Universitários),0,,,,2023,8.0,7.0,0,Adequada/adiantada (≥ 0)
RA-50,Aluno-50,5,A,18.0,Menina,2022,Escola Pública,7.5,8.4,7.5,,7.8,7.542,2.5,Fase 8 (Universitários),-3,,7.138,Ametista,2022,5.0,0.0,1,Severa (≤ −2 fases)
RA-500,Aluno-500,1,B,10.0,Menina,2020,Escola Pública,9.0,10.0,7.5,,9.5,7.889,5.0,Fase 2 (5º e 6º ano),-1,,8.232,Topázio,2022,1.0,2.0,1,Moderada (−1 fase)
RA-500,Aluno-500,FASE 2,2C,11.0,Feminino,2020,Pública,9.5,10.0,2.52,8.958333333,7.9,8.7975,10.0,Fase 2 (5° e 6° ano),0,,8.427533333,Topázio,2023,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-500,Aluno-500,3D,3D,12.0,Feminino,2021,Privada - Programa de Apadrinhamento,9.585,10.0,2.51,8.59375,6.666666666666667,8.3775,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.077708333333334,Topázio,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-501,Aluno-501,1,B,9.0,Menino,2021,Escola Pública,8.5,8.8,7.5,,6.8,7.333,10.0,Fase 1 (4º ano),0,,7.794,Ametista,2022,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-501,Aluno-501,FASE 1,1C,10.0,Masculino,2021,Pública,7.0,8.4,7.52,8.541666667,8.9,9.396666667,5.0,Fase 2 (5° e 6° ano),-1,,8.1357,Topázio,2023,1.0,2.0,1,Moderada (−1 fase)
RA-501,Aluno-501,2D,2D,11.0,Masculino,2021,Privada,7.002,7.9949874685,7.51,8.4375,8.75,8.17,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.2779474937,Topázio,2024,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-502,Aluno-502,1,B,8.0,Menina,2021,Rede Decisão,9.5,9.7,7.5,,7.4,7.778,10.0,ALFA  (2º e 3º ano),1,,8.287,Topázio,2022,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-502,Aluno-502,FASE 1,1B,9.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.5,9.8,7.52,7.96875,8.0,8.95,10.0,Fase 1 (3° e 4° ano),0,,8.749075,Topázio,2023,1.0,2.0,0,Adequada/adiantada (≥ 0)
RA-502,Aluno-502,2D,2D,10.0,Feminino,2021,Privada - Programa de Apadrinhamento,9.002,9.761904762,3.755,9.0625,8.0,8.84,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.5023309524,Topázio,2024,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-503,Aluno-503,1,B,10.0,Menino,2020,Escola Pública,8.5,10.0,7.5,,8.8,7.5,5.0,Fase 2 (5º e 6º ano),-1,,7.95,Ametista,2022,1.0,2.0,1,Moderada (−1 fase)
RA-503,Aluno-503,FASE 2,2C,,Masculino,2020,Pública,9.5,10.0,2.52,8.75,8.7,8.255,10.0,Fase 2 (5° e 6° ano),0,,8.4682,Topázio,2023,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-503,Aluno-503,3D,3D,12.0,Masculino,2021,Pública,9.585,9.824561403666666,7.51,7.8125,7.666666666666667,7.7925,10.0,Fase 2 (5° e 6° ano),1,Cursando,8.547495614066667,Topázio,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-504,Aluno-504,1,B,9.0,Menina,2021,Escola Pública,8.5,8.9,7.5,,8.0,7.556,10.0,Fase 1 (4º ano),0,,8.072,Topázio,2022,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-504,Aluno-504,FASE 1,1B,9.0,Feminino,2021,Pública,8.0,8.3,7.52,7.5,7.9,8.836666667,10.0,Fase 1 (3° e 4° ano),0,,8.299533333,Topázio,2023,1.0,2.0,0,Adequada/adiantada (≥ 0)
RA-505,Aluno-505,1,B,11.0,Menina,2019,Escola Pública,9.5,8.0,7.5,,8.4,7.556,5.0,Fase 2 (5º e 6º ano),-1,,7.591,Ametista,2022,1.0,3.0,1,Moderada (−1 fase)
RA-506,Aluno-506,1,B,12.0,Menino,2020,Escola Pública,9.5,7.3,7.5,,7.2,7.278,5.0,Fase 3 (7º e 8º ano),-2,,7.132,Ametista,2022,1.0,2.0,1,Severa (≤ −2 fases)
RA-506,Aluno-506,FASE 2,2D,13.0,Masculino,2020,Pública,9.5,8.1,5.0,8.958333333,8.5,7.92,5.0,Fase 3 (7° e 8° ano),-1,,7.750033333,Ametista,2023,2.0,3.0,1,Moderada (−1 fase)
RA-507,Aluno-507,1,C,11.0,Menina,2021,Escola Pública,8.5,10.0,7.5,,7.4,7.222,5.0,Fase 2 (5º e 6º ano),-1,,7.653,Ametista,2022,1.0,1.0,1,Moderada (−1 fase)
RA-508,Aluno-508,1,C,10.0,Menino,2022,Escola Pública,8.0,7.4,7.5,,4.5,7.556,5.0,Fase 2 (5º e 6º ano),-1,,6.575,Ágata,2022,1.0,0.0,1,Moderada (−1 fase)
RA-508,Aluno-508,FASE 2,2B,10.0,Masculino,2022,Pública,6.4,8.6,2.52,8.333333333,7.5,8.6725,10.0,Fase 2 (5° e 6° ano),0,,7.671633333,Ametista,2023,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-508,Aluno-508,3D,3D,12.0,Masculino,2022,Pública,7.083,5.567251461999999,7.51,7.65625,4.666666666666667,7.5,10.0,Fase 2 (5° e 6° ano),1,Cursando,6.771708625733333,Ágata,2024,3.0,2.0,0,Adequada/adiantada (≥ 0)
RA-509,Aluno-509,1,C,12.0,Menina,2018,Escola Pública,9.0,8.2,7.5,,9.2,7.833,5.0,Fase 3 (7º e 8º ano),-2,,7.808,Ametista,2022,1.0,4.0,1,Severa (≤ −2 fases)
RA-509,Aluno-509,FASE 2,2C,12.0,Feminino,2018,Pública,8.5,8.1,2.52,8.958333333,8.6,8.84,5.0,Fase 3 (7° e 8° ano),-1,,7.606033333,Ametista,2023,2.0,5.0,1,Moderada (−1 fase)
RA-509,Aluno-509,3D,3D,13.0,Feminino,2021,Pública,9.168,6.363636363666667,2.51,8.28125,6.0,7.2475,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.918152272733334,Ágata,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-51,Aluno-51,5,B,17.0,Menina,2022,Escola Pública,8.8,7.6,7.5,,5.0,6.5,5.0,Fase 7 (3º EM),-2,,6.488,Ágata,2022,5.0,0.0,1,Severa (≤ −2 fases)
RA-510,Aluno-510,1,C,12.0,Menino,2022,Escola Pública,8.0,9.3,7.5,,7.1,7.056,5.0,Fase 3 (7º e 8º ano),-2,,7.336,Ametista,2022,1.0,0.0,1,Severa (≤ −2 fases)
RA-511,Aluno-511,1,C,10.0,Menina,2022,Escola Pública,8.0,10.0,7.5,,5.3,7.056,5.0,Fase 2 (5º e 6º ano),-1,,7.094,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-512,Aluno-512,1,C,10.0,Menina,2022,Escola Pública,9.0,9.3,7.5,,6.2,7.722,5.0,Fase 2 (5º e 6º ano),-1,,7.365,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-513,Aluno-513,1,C,9.0,Menino,2021,Escola Pública,9.0,9.6,5.6,,8.3,7.778,10.0,Fase 1 (4º ano),0,,8.229,Topázio,2022,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-513,Aluno-513,FASE 2,2A,10.0,Masculino,2021,Privada,9.5,9.7,2.52,8.541666667,7.5,9.0075,10.0,Fase 2 (5° e 6° ano),0,,8.297866667,Topázio,2023,2.0,2.0,0,Adequada/adiantada (≥ 0)
RA-513,Aluno-513,3B,3B,11.0,Masculino,2021,Privada,10.002,8.831746031666666,8.135,9.0625,7.666666666666667,8.545,10.0,Fase 2 (5° e 6° ano),1,Cursando,8.728632539666668,Topázio,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-514,Aluno-514,1,C,9.0,Menina,2022,Escola Pública,8.0,9.7,7.5,,4.8,5.889,10.0,Fase 1 (4º ano),0,,7.039,Ametista,2022,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-514,Aluno-514,FASE 1,1A,,Feminino,2022,Pública,7.9,7.5,2.52,5.0,5.5,5.896666667,5.0,Fase 2 (5° e 6° ano),-1,,5.823133333,Quartzo,2023,1.0,1.0,1,Moderada (−1 fase)
RA-514,Aluno-514,2C,2C,11.0,Feminino,2022,Pública,9.002,7.595238095,4.385,5.625,3.0,5.996666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,6.219580952400001,Ágata,2024,2.0,2.0,0,Adequada/adiantada (≥ 0)
RA-515,Aluno-515,1,C,12.0,Menino,2022,Escola Pública,8.0,6.3,7.5,,5.8,7.556,5.0,Fase 3 (7º e 8º ano),-2,,6.582,Ágata,2022,1.0,0.0,1,Severa (≤ −2 fases)
RA-516,Aluno-516,1,C,9.0,Menino,2019,Rede Decisão,10.0,9.7,7.5,,9.9,8.056,10.0,Fase 1 (4º ano),0,,8.903,Topázio,2022,1.0,3.0,0,Adequada/adiantada (≥ 0)
RA-516,Aluno-516,FASE 2,2B,10.0,Masculino,2019,Privada - Programa de Apadrinhamento,10.0,9.8,2.52,8.75,9.3,8.7175,10.0,Fase 2 (5° e 6° ano),0,,8.6807,Topázio,2023,2.0,4.0,0,Adequada/adiantada (≥ 0)
RA-516,Aluno-516,3C,3C,11.0,Masculino,2021,Privada - Programa de Apadrinhamento,10.002,10.0,2.51,8.541666667,8.833333333333334,7.56,10.0,Fase 2 (5° e 6° ano),1,Cursando,8.384033333366668,Topázio,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-517,Aluno-517,1,D,12.0,Menina,2017,Escola Pública,6.9,9.5,7.5,,7.7,7.833,5.0,Fase 3 (7º e 8º ano),-2,,7.604,Ametista,2022,1.0,5.0,1,Severa (≤ −2 fases)
RA-517,Aluno-517,FASE 2,2D,13.0,Feminino,2017,Pública,4.1,9.0,2.52,6.875,6.6,6.7125,5.0,Fase 3 (7° e 8° ano),-1,,6.3104,Ágata,2023,2.0,6.0,1,Moderada (−1 fase)
RA-517,Aluno-517,3C,3C,14.0,Feminino,2021,Pública,7.5,5.266499582333334,2.51,6.041666667,5.0,6.11,10.0,Fase 3 (7° e 8° ano),0,Cursando,5.880466583166668,Quartzo,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-518,Aluno-518,1,D,10.0,Menino,2022,Escola Pública,9.0,9.4,7.5,,7.5,7.5,5.0,Fase 2 (5º e 6º ano),-1,,7.661,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-518,Aluno-518,FASE 2,2D,11.0,Masculino,2022,Pública,8.5,8.5,5.0,8.125,6.7,6.9175,10.0,Fase 2 (5° e 6° ano),0,,7.5762,Ametista,2023,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-518,Aluno-518,3C,3C,12.0,Masculino,2022,Pública,8.334,6.8300751879999995,2.51,7.083333333,4.0,6.94,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.3467483709,Ágata,2024,3.0,2.0,0,Adequada/adiantada (≥ 0)
RA-519,Aluno-519,1,D,9.0,Menino,2022,Escola Pública,7.4,9.6,7.5,,7.5,7.333,10.0,Fase 1 (4º ano),0,,8.0,Ametista,2022,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-519,Aluno-519,FASE 1,1G,10.0,Masculino,2022,Pública,9.0,9.9,7.52,7.708333333,7.4,8.223333333,5.0,Fase 2 (5° e 6° ano),-1,,8.0177,Topázio,2023,1.0,1.0,1,Moderada (−1 fase)
RA-52,Aluno-52,5,B,13.0,Menino,2018,Rede Decisão,9.6,8.9,7.5,,6.2,7.5,10.0,Fase 3 (7º e 8º ano),2,,7.861,Ametista,2022,5.0,4.0,0,Adequada/adiantada (≥ 0)
RA-52,Aluno-52,FASE 5,5B,,Masculino,2018,Privada - Programa de Apadrinhamento,10.0,9.8,2.52,8.125,6.4,8.2975,10.0,Fase 4 (9° ano),1,,7.9642,Ametista,2023,5.0,5.0,0,Adequada/adiantada (≥ 0)
RA-52,Aluno-52,7E,7E,15.0,Masculino,2021,Privada *Parcerias com Bolsa 100%,8.751,9.437666667,6.885,7.5,7.216666666666666,7.5,10.0,Fase 5 (1° EM),2,Cursando,8.144466666733333,Topázio,2024,7.0,3.0,0,Adequada/adiantada (≥ 0)
RA-520,Aluno-520,1,D,11.0,Menina,2022,Escola Pública,10.0,6.8,7.5,,6.8,7.278,5.0,Fase 2 (5º e 6º ano),-1,,7.035,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-521,Aluno-521,1,D,9.0,Menino,2022,Escola Pública,9.0,10.0,5.0,,6.0,7.5,10.0,Fase 1 (4º ano),0,,7.725,Ametista,2022,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-521,Aluno-521,FASE 1,1G,,Masculino,2022,Pública,0.0,9.9,3.77,7.083333333,7.9,8.166666667,5.0,Fase 2 (5° e 6° ano),-1,,6.768666667,Ágata,2023,1.0,1.0,1,Moderada (−1 fase)
RA-521,Aluno-521,2A,2A,11.0,Masculino,2022,Privada,8.002,9.0357142855,5.005,6.666666667,6.25,7.276666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.4798428571999995,Ametista,2024,2.0,2.0,0,Adequada/adiantada (≥ 0)
RA-522,Aluno-522,1,D,9.0,Menino,2021,Escola Pública,9.5,9.1,7.5,,7.5,8.167,10.0,Fase 1 (4º ano),0,,8.306,Topázio,2022,1.0,1.0,0,Adequada/adiantada (≥ 0)
RA-522,Aluno-522,FASE 1,1C,,Masculino,2021,Pública,7.5,9.2,7.52,7.083333333,8.3,8.45,5.0,Fase 2 (5° e 6° ano),-1,,7.890533333,Ametista,2023,1.0,2.0,1,Moderada (−1 fase)
RA-522,Aluno-522,2D,2D,11.0,Masculino,2021,Pública,8.002,9.523809524,7.51,8.4375,9.0,7.89,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.6777119048,Topázio,2024,2.0,3.0,0,Adequada/adiantada (≥ 0)
RA-523,Aluno-523,1,D,11.0,Menina,2022,Escola Pública,10.0,9.5,7.5,,6.5,7.556,5.0,Fase 2 (5º e 6º ano),-1,,7.591,Ametista,2022,1.0,0.0,1,Moderada (−1 fase)
RA-524,Aluno-524,1,D,11.0,Menino,2019,Escola Pública,0.0,9.4,5.0,,9.1,8.056,5.0,Fase 2 (5º e 6º ano),-1,,6.947,Ágata,2022,1.0,3.0,1,Moderada (−1 fase)
RA-524,Aluno-524,FASE 2,2D,,Masculino,2019,Pública,6.4,9.2,2.52,8.333333333,8.9,7.42,5.0,Fase 3 (7° e 8° ano),-1,,7.331133333,Ametista,2023,2.0,4.0,1,Moderada (−1 fase)
RA-524,Aluno-524,3C,3C,13.0,Masculino,2021,Pública,7.083,5.111779448666667,2.51,8.333333333,8.666666666666666,7.39,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.026322556366667,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-525,Aluno-525,1,D,11.0,Menina,2021,Escola Pública,9.0,9.3,7.5,,8.6,8.167,5.0,Fase 2 (5º e 6º ano),-1,,8.013,Ametista,2022,1.0,1.0,1,Moderada (−1 fase)
RA-525,Aluno-525,FASE 2,2I,,Feminino,2021,Pública,8.0,8.6,2.52,8.958333333,9.2,9.566666667,5.0,Fase 3 (7° e 8° ano),-1,,7.911366667,Ametista,2023,2.0,2.0,1,Moderada (−1 fase)
RA-526,Aluno-526,1,D,12.0,Menino,2022,Escola Pública,10.0,9.9,7.5,,8.0,8.167,5.0,Fase 3 (7º e 8º ano),-2,,8.079,Topázio,2022,1.0,0.0,1,Severa (≤ −2 fases)
RA-526,Aluno-526,FASE 2,2D,,Masculino,2022,Pública,9.5,9.8,5.0,8.75,8.8,7.7525,5.0,Fase 3 (7° e 8° ano),-1,,8.0957,Topázio,2023,2.0,1.0,1,Moderada (−1 fase)
RA-526,Aluno-526,3C,3C,14.0,Masculino,2022,Pública,9.585,9.382456140333334,8.13,7.291666667,7.333333333333333,7.496666667,5.0,Fase 4 (9° ano),-1,Cursando,7.843157894833334,Ametista,2024,3.0,2.0,1,Moderada (−1 fase)
RA-527,Aluno-527,1,D,9.0,Menina,2022,Escola Pública,8.5,10.0,7.5,,6.5,7.5,10.0,Fase 1 (4º ano),0,,8.025,Ametista,2022,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-527,Aluno-527,FASE 1,1C,,Feminino,2022,Pública,9.0,9.1,7.52,7.5,6.5,7.78,5.0,Fase 2 (5° e 6° ano),-1,,7.5682,Ametista,2023,1.0,1.0,1,Moderada (−1 fase)
RA-527,Aluno-527,2D,2D,11.0,Feminino,2022,Pública,9.002,10.0,7.51,8.125,6.0,7.383333333,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.1403666666,Topázio,2024,2.0,2.0,0,Adequada/adiantada (≥ 0)
RA-528,Aluno-528,1,D,11.0,Menino,2021,Escola Pública,0.0,6.2,7.5,,4.0,6.944,5.0,Fase 2 (5º e 6º ano),-1,,5.335,Quartzo,2022,1.0,1.0,1,Moderada (−1 fase)
RA-528,Aluno-528,FASE 2,2D,,Masculino,2021,Pública,9.0,8.5,5.0,8.75,8.2,7.92,5.0,Fase 3 (7° e 8° ano),-1,,7.6892,Ametista,2023,2.0,2.0,1,Moderada (−1 fase)
RA-528,Aluno-528,3C,3C,13.0,Masculino,2021,Pública,9.168,5.793483709333334,7.51,7.291666667,6.666666666666667,6.936666667,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.276330075300001,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-529,Aluno-529,1,D,12.0,Menino,2020,Escola Pública,8.5,8.9,5.0,,5.2,6.556,5.0,Fase 3 (7º e 8º ano),-2,,6.51,Ágata,2022,1.0,2.0,1,Severa (≤ −2 fases)
